,idadmi,claveadmi
1380,2e3be5a9f903413289fb8c9d629450b1,32044589689041c89aba2fb4ff59482c
1381,050083b691ef43eb9d4c4a82f60adb0b,cfb871b475ee4d4ca063a5adf98abed9
1382,54cf52a3d21e48288949e284be41b679,9ede1d107a98418fbae426d8e814ac1b
1383,a31b5af903aa4d77bcb23949826656ee,1c34526711944673afd61903da01ec76
1384,03285bfd5329424f99b213de2b1f4ab4,95223dc3576643178a2702848fa1b7f2
1385,c729ebfa88414c1499e2dadd1c580719,c6801aaf851449dd92638382ef802de5
1386,7e038bcdad3a404eacde260d50c7336e,d6ec11db51a540c094aabebea8b16ab0
1387,515dc4dc1fd243cfb9da680a8361d13d,edaffbebda46471fab3558f8ee5174da
1388,376dbaecf7664ec0b44e4ab9d4f3ae75,cc9c824636c64e9cbea0334f49f9a8af
1389,1f850832a6844e91bc3eef108c3a1539,e325bd7e942948bc9deb8c3191b61047
1390,94c0698ea3364e21b72c653f6be5754d,38077677b83a4414a3da41272d097950
1391,c57da556250a47af8a4b805ec99b6239,439a80cdcd6b4835a75d151d1dc31f64
1392,995edba9d1424400bdef9097d8601a78,bfa11ebbbb9a437d8e92f8f628dbd2fe
1393,cb29e227161344c2bc06d6c5768fedc0,03047b0dc8d6452f8d751ff1accb7bd5
1394,101239df24b74c3cb086c99a6dc05c24,20565cc049454ae6abfe0117c1dd8b30
1395,ee29c1a9fdbe4f939026980a554f372e,c1da108208eb4341871ca9ae20201de4
1396,e14bab2ea2644cc9ae67d31c1b072be7,8af510982fec437da3650172fa3719ee
1397,45b92ef0e5254a47a52997cdbc1251e1,8dcec7da436946faacf36af2ec9f1cd5
1398,8a8d56c0624d4b149b47513f53efe895,4a9aede61a00406c9784ab417b8c2ee5
1399,8005bae2337f418dbb879e1035036cea,920b953021c945e78c83ffa865ded053
1400,8ef40914dac0445db65077c794c30893,07168f42b9c44a7aa8a383c096707c5d
1401,1f2f76dd6072477fba3bd0a4c24bdcb8,3c12c2a3c4944e77878e7d10fcbe151e
1402,361fe8f6195d4a009c98f71a03253d09,f390769fff0b491a9786306deb99f5a9
1403,36e9deb73b1d42b28ce06e6b20876708,b2fc1ca929ef4d4895b74a46e3fa3a97
1404,e3c9dd1f98ab4b0d9ad5530bb884c7d4,880d715a4c324c528ced36f74c180e5a
1405,e2feef08838d49a49ccd8a668b3dede5,bc8c7952313f4ad3bcf345268acf2cd6
1406,67cd9042c284420bb80b0f74148dd329,6db31f5e4ba24be680b37112cbcab381
1407,3813738bd4124a79a37c0eb051dc3258,c59716799f7a4242a4d5c46220f703f7
1408,aee5c518fc47443aae00d94eac9d7f61,3a743649fb034a729bb687d239bafe95
1409,fc24cf9816ee4ba19b735f343f96d827,c55c11d15c0d453d8483fa4838c3165f
1410,82a7b515aaf04e909a9635130a5f180f,f3bfee305d9948de8d7ce0ec65cfbc66
1411,f3d5ca27cf5c43eab8696e99f582e7b3,1fde45d026fd4c3188466d7a20256b4a
1412,a6a836b5758d461b844d642bfcd9bea3,0a81fd8467d6412d8137e62a87c03396
1413,dd5029e65c2e4878aa0f3201e48ebe5d,2c4451a6ded74a0790325396abd3b6be
1414,e8fddb25949340089898a28b70b28a4b,db99811c39b3451f94424d916da83e38
1415,3952a19824e24eeab4f28af4e07a85ed,763a742335cd4c638ce71aacc6a53acb
1416,fa887e77ad4440ecb2a7f85c661ec6df,a161a565d273458abfc3eb643a89a948
1417,8b5feaf5539440d5affd533421327d94,e54ca98583c64415ac2828987563ac38
1418,582609b10b8d4adeaccf6e475945a991,87d6d96f293a42c5995635c96f15fa2d
1419,cf54cdea1a9947319f9791bdf4211ad6,fc31462ff6cb4c92bb1a585b7cdcdc9b
1420,09d5c59558794925a902af60cb9348e3,2c5015654d5246edae4ed0daeb25ced5
1421,e1007aae30d1429fa6749e6c618d6939,26a35fda2fb1454ba38a30a35c81ad8f
1422,2242e65a9ccc418ebd963b67e17c0b73,50d2ab15eb2f4353974a25ddda76dc03
1423,6216619d73e444dabe0c7fa8925ad09a,7e99c477c88141b2bfd53c3ee3a6622e
1424,f7731948d39b4f688ce93bd564cdf338,87ed5a55c2a3456a88bedc27d1c003e2
1425,f66c4fbe8ea7481fb4ab5d94293e9d52,94b341b905d840adbe844026e132d99d
1426,f951ab8bfc9244039fa97668ec70c265,11bce1034ead4b8d8af776c7c2e600e0
1427,ccb08c96e41543c39d73feb44950b3e8,e2420bfed5254ec591d8c1b26d772523
1428,cfa7705f391d4ab89e3b11ae765a0d77,052a1d2b18834e538509ae60454420ac
1429,1b022c8f5a694a4b98a4d6e3903b85ca,3fa10a3bc70d481bb1ff91ef12c50ae7
1430,4d47fbe8a1924e3e844112e7e9065e7f,e0e8aac38d284fc094d12f4cb002ecab
1431,2f179539bd00486693086c3203453f04,bc8a6afe8fbc470eb776e29d69301a71
1432,452a655a62954aaf9c1e1742743ba32d,89d55986ac7849e28674aec002169d8c
1433,2cf2c240f8364ddca18e73c6b208e0a7,bc2a0db999fd4578a5fcd1a04d555562
1434,5bf35604bfaa4863b8f299ff734c09ce,8fb9c7c5f12e40eca5bb93b33400376c
1435,9a17a0735c904bf9af4aa15372c7f055,e675b40b6f1745eb8ccc70b6d1343b0f
1436,20841345b38d41e589de7717dd5af59f,e49cfa48e45d4618ab03eea6fa1b5c0d
1437,2402c19daae54150af94b431876e3776,389a7e497b3a4180b4dbb5f4e509bea7
1438,3a3bd81e4ec044e78bc377bef363e06a,7e2bc81ddf244efb9f540704feddfbf1
1439,7b33182b745f4e9aa7f6b117c60e6307,aaf1d179b0f141bf8dc5bf4be2324d58
1440,e07054982cb14833a4412c8fb0e48b45,ab839c178ef34837ae4610c307b97417
1441,1d832dbd82df437d9b969c7b36f0040b,3d4a170fc7cd4d028d3ef4467abe03af
1442,990067f2c3e849779e7e70e57e2a45d1,204073e0dc274c368c7a2398a87fdbb9
1443,18e93d2090b54f26b5af5ed64c185c44,29023875a3424fb3990be65ff56aafb5
1444,a10437b5bcf94368993ffb71d1011cc0,f890ee5a0341480aa5b9e1cbfebd0d50
1445,8741ffa424714945b3ba19249cc28177,46ce00e419cb4186805ab19daf914906
1446,1f90e17b0cf84c90be76a8b70d333150,60736894636d48748a349d4387a9b75c
1447,2804b65547384dfa89162335fa8c0ddc,7bab86e5ca02491890386eb5510df202
1448,7073f8440a204366a535b9a40d5a3cdd,351a377b0e6d4ca5919044675d740f88
1449,5758e8a6ba314539bf293b1f5ce8e402,0d9bec016f684c4aa2c68f7e189cb70c
1450,ac43e88dc0dc40ffb6255bce81e35281,2d9d0cc670e94202a17aed8ebf1d4e7d
1451,aba60b45c8064680b66f6a11a9356d34,935710023a3c4ffaaec7076619c82e0b
1452,5f891310c47a4739afc4af1a71505748,285b207d02ff4882b4bd03d4de087359
1453,f0dc39fdcc72461a9390ad56085457c6,2bccb19a2476468ba0ede30bc84b67df
1454,98b5d7d110b64fee8ada2c563a8f9d04,0678be86f6f3434eb70809ecbe884b30
1455,c8d3e47c1a2948a8adf92a821a61b3f6,f2fdeef044d8482aa1e9c63160a3168a
1456,67cbcdbd442d4a7dbce75ade2b31e31f,af0af44dd3f640ec87b864a368417b8c
1457,6517f7559973477ab5de2225ecee5fa2,2575a7c10b334b3d9ef3c079a0881bf5
1458,a4b8beb54aa74fdeb03bff150e3f8964,8113d27366644126a82da30f32750e2e
1459,fa31afa9f82b45a6884be9ffefb932e5,ec8ef6dfd65944a8b87bc6d1ad86777f
1460,42f9d8398e9148818f6b06cf26ee84b5,de9fa1b3bfc54b8fb51042f22e4fde06
1461,5086ee08ae074870b3b749e6e08c656c,91a3b75bcb214c1a9e14d127f973ecf8
1462,d540b44caef0497d9e80ca12c30eff22,108d71d2fe5f474295f4264987370847
1463,2831b5cce4cf448a9f3cf9835562c658,ba8e1b9631dc476a8a3f7382cff9d9d2
1464,52ffa628732d4f96aa1d7f1ef3179f8f,f9458136213849ee84fb72b204626c3b
1465,aaeb1c344c9742dc86ff5015dab7f2ed,fd1383529fa1426eb124e4eb4b696038
1466,397816706e054eb592ff1a6d28582613,5e15223029714a329719bf0c3b3dd643
1467,c8eb2c3b70b046129a8092a02d7002a0,0cac92034f1942c19ae16e6852688a5f
1468,a3ffcfff3fcf4f6a9f33118b9b09633b,c6dde46e7e3e455887cdb3c7cacf60b4
1469,0ee1291fa45242249b3acc32b3e1dc78,ad0dd533eb494e9e9332ab88db728390
1470,8025bad484e947959095547196f5dea6,5d6e9e711d6441d2a55757299bbc8fa8
1471,cabb5f48ef5549d785426c3a48e6bea3,4f6ee2ba415c47c1b6420c2783a9ca43
1472,e439fc41dd9c459f9c81404b5914f0a6,f91eef4e90314c50876d54304a2fdca8
1473,2e3c0f4be560456789ac36c443ff2619,6f7f03fa6ffc48c6961ad2dfaa2a48a3
1474,4cb870b6e1c64773949e660d8011e22b,397269bdc6cf4353a5486b263a22d9c6
1475,4ae6a0061ce6426c98b905071cdd5787,b8bb5808c22b4046b913c06451ecf919
1476,193c7355747a42a693fe9bd45a956abe,65467167322148ee81354189f95588a5
1477,a5ed6d8a3d3748b88a017be69add0ca9,fc3bf9cd8a684848aa9c7d916c88c8f9
1478,4ae997c0c57a458d87b5ccc100e82e87,fa9a990c5cef4a32a13313cfab3779bc
1479,6dc384e5937643af8344ce7adbc9426f,3367adbc6fb14331bb1ce65178343972
1480,15021e2881834df181d6477a1ecf9b87,6b57472296aa4bc4bcf952b52fce820b
1481,598ece1118894dca91900eefa7f553be,32693bc71e5f49ba990376c1f253db1f
1482,953c1c808c5e4629a17d107507c8e80f,293209f2b348437f8d4f1469c237c1c2
1483,aab465693cf94c93a0d39b982394c5db,9103b7c802fb40bf89ca77b62e9a7127
1484,4e28f7b58c7f44be814cc5d1d094cb68,3ac1018899af4d3094104e3fd0e20aa6
1485,007c6ba2c5dc4bb195dcaede739a207e,3d9f1237dd094daa979425e10c5556e0
1486,56c02fd4627742cab8304e0ece34e54f,65e8bc0722614748b0b005efdf672949
1487,8422c4dc2e004a5386a31dbf886f33d2,b00c433969a744aaa320049ac0fa6c6b
1488,1f2626a75e5d41eca1f832fb49c9bd6e,004b090fa199455bab2b1b5536abc151
1489,c55456d04c6f4554b974bcd387e67819,4cf1ad11f9374b0aa074a9cd56cb261d
1490,9a5cc3d8a8c34171b0dbde051595ad9b,db0b8612c02043c6bf276b86094181ea
1491,74d721f6268040329f59f58dc69710ce,65094b4e2c8d40138faccb95eefe9198
1492,fac62dce6610410fa47d65a24329bad7,48bc44baf1b4434bbc7c98f9c12e3ce0
1493,25ba2fb553114e2ba8bc3c6cf2640048,5c45d7d27a104703a477c79b54ea9e60
1494,2dc602bf044943c2a31d484fc3413aba,22cdc7a0f61c440c950fb41b3dc34342
1495,1a2b4434e475446da2b0328db5a328ac,1c463db5a993456a91873d690db24da9
1496,087a58b20bbf4133be6a3407136631f5,ea5c1a5a57b04b068a2db4e92c95843f
1497,165b7314b90d4f5b87d2b9024cd93f63,860ae02564034d56a0d208da07e42e67
1498,e72c365e6e3343d9886884c133413c6f,a7066ecf0e904b9b9a2cad7b3822fb62
1499,cb5796b6caa54902824b3a09fd564598,5c1d31ae13764c92bfcf8b929717c02f
1500,7f16bc569aaf4c528c6754835017350a,03f4aebb8cd24763a6dc812522a49025
1501,78c941e81abc4b73bebce973af745d03,556d116be83b41568a25b8fa04581460
1502,5b2652ae4be3494287e23df272c96f56,8f9d3e425a264af6935a9e1bf843bc53
1503,7ed20d3be73b406ea9e98d918be6e8d3,e7a606172dd54164ac01497559751984
1504,9dc2f531b0bf4a58ab130c16f2116784,100a45bb248743e99fb52f63d59313e8
1505,84d204b3306c49b29de0177b411c5297,4210d5561700470a9140e7d9e344f02b
1506,31f28a6d977043a99b6e4ea30667a15e,742adebfa3b64b1290cb29abee82e1fc
1507,d37a7a255dc54c68b030c3cb58f1ec98,af7dbd5612714308a211a62644d06b12
1508,197b7e0307d842c8b6ed66b29fc71a63,1711c147645947ba96e9267320b98b12
1509,0425907b3ad14406bb381e2d7e3af46d,011fef7ea4704557827b7e7a4ea10aea
1510,6cf8cdab6f694ae09f264f017bc9a12c,27a3aa00d9a542e698feee6ab7c6b015
1511,4a581e45ebf94bf6992c74174d64905c,e97030fe6d2f42c19fbe734d90f9bc25
1512,4f9473da61aa4033a3798232dcdc4313,70df44ba171e4ca3be5bd965284f8d08
1513,aa7cd0de0d9148a78c016e6b11285e2b,3bdf932ac5af406a95e86ce193518c03
1514,8763472382e844368aa33541cdf13fdb,5c349bf9b6e142748cae645b41606ac0
1515,ee6f35ae456b4c7f95b0fd07ca679d14,1b42368bbb7341b4930c8d82fa9a7669
1516,51350bd4b16d4829af54c3ef0630c641,f9162726f47b40b4a9dd229b25edf175
1517,d72621549af64a34ac1854fa236df95a,40cbc341472e450f87156bf200629565
1518,ff6ed140074145e7a95c1c309cf82f61,d9db0aba15984abd9e7f2ed44362a061
1519,8f0b8b3bd5644de29e380946d850759f,a37ef425e58c4983874dfb7013a92e0a
1520,7b6aa90a715f49e8b436e9f974d03d4b,ebd0872636754d0f981cf8d14324d0ab
1521,ccede62ecf244e799f991b4ea8b78c62,dd22c0f8d11047a3b52e27ec721ae008
1522,ed8d1b213aba45eaacb81cfae3632d10,56c3c2f7c71e4b16ba75a26076689efe
1523,71884dd535664532b13ce68276580624,40988229c7f041f592570a021c64c497
1524,ddfc840b6d4d410d9f65e8e8f8ada65d,d7b54e1068114f07ba1f9f4a330e1b08
1525,c406d2d555c442fca6fc0a216bd26ba3,8482b5101d9b43f490f02b97caf77265
1526,6b961e80577d4daba5f01962e07f2ef2,1d64ed719a82463c9e171e5fe0aca343
1527,840faf4a30a54f138ebf02e8e331fb67,5d405a59c049418bacb4e49591026bd8
1528,c6c8ea81c8334cbe8000775c60bf9b58,d223eaf9837542d18328b98fd16bc65f
1529,28c84418c3e54d8c967374a9fc549d9c,3f32b28c69854a59954342d2c8940978
1530,1d22b360ae5144c2b64c176658721317,058a780e4a104ff19dc262581a5cc20a
1531,bd22819268594874b0e31f9f73bfea37,83fe2eff2c064aaebbd85266de489dc4
1532,4db6620dac0d4205bb0d4437027ec828,c5dd8d30d8e7448f8ac3b764effecb64
1533,fb75863b109c4ed0b9acb2ac43d1f4ff,0aab0c1f4c7c482b893fe0b2733f3d77
1534,77c5da60642849b5b0c086023b365e18,a8b35f0fbc064ac19312e8ff9a449a2e
1535,1fd2d1f37314460e82f416040f49c55e,cda7ba4895924d57b27326deb678f60d
1536,8ef2da23c872492daebe49da070bf8d4,56f3331cf7c64f26b679d9adef914e87
1537,ab7518dd58544752b51f558203d2e8c3,2186d1bb256641679c5bb435580e5006
1538,24d8aef77bc74a42a4677b03267e7e05,7176ed65f09b485c91b305e4cc02f681
1539,a8b29aa0eda84d8081764d505801a024,436afe8c6a2c49708632007fc897ef9b
1540,7f622469597c4746b2dd9689345b8dfd,8377f8e5e1a24dcaa848e4e2b39d50ae
1541,bc057e639a8840e7bec22761267ac93f,aec54bc60a7246dcafd9c02d7c73c8c0
1542,99745a9241794fafbbe82b47f6453adc,16fe66aa3df1475faa9c703e20bf99d6
1543,142ee165d7da4eeaa9644008885c59a6,e0e3f54dd9fd41b6ba7c47e8848e257c
1544,d9d8a8473b6b4cbba790f49e04af29a0,f968dd7ae97541798e1e31ff2d64a448
1545,dd6424a0e8ac4da7b7c6f8dd8a3e1d72,ab6ac97bc7e34104b794a70fc6312e77
1546,9f337e23e0e040cea85060ec98d6cded,051ea88fb2e54d5dbd8de31780a9de1e
1547,c528eb6bca70496eb1c8f527a42c9cb9,08ecafe2397f495f8aa69cdf23679cf0
1548,97ef7d9a5e604d99ada5801479e5baf3,8a4c009dc52e4d93a4446d973e84ca3d
1549,421e5c753dec400f9c9ea3cc36a8e51e,de8b7e4c834c4353bf24366a0209db35
1550,2c54b0451bed44d6b6469157b3b4fdba,d71124573521469aaf27d70f1e738e25
1551,ca023b566f834240b66a3a143d751f73,203476955f7f4bfeba8a9184ec323797
1552,57d9fee32b5140ccb0fdc079e43e75c2,0750478947b94ce6b25ffdf225c9312b
1553,0c49fcaec66349a890d2b48a75accdb3,dd8e7d595c05469ea848b0adf238959e
1554,53c928c13edc42bbb5b48920df659052,551cdc4219094d57891408aed1e2238e
1555,e9b0785bb41b4747a4ba840c2defbcae,d225d0ec8e5547da834bd2a8dbae5728
1556,413005daafb140529c82c2e6eac9b2c8,5f532f2cf6d747aa97f7111e537316ca
1557,cc122af574404dde8db390cb1e1e32fb,9e3a507a6fc84ebc886b4a2468c6028b
1558,75498ee884334861ab2b74e8324926cb,bf04c5a7771646229823d2b8d49ea870
1559,91d7a0d3105c447fbf40406aa1ecd23e,cba89c1fb18f436b92ceec7eabc6cbef
1560,0055d0346dde45d48f226b7d3e20b251,be27a2ff53ac4ac9bed6c11023557788
1561,a24e7241af2b46d19dc2173f9f2714dd,183fab62bebf4e67ab66a3d69798809c
1562,69962b18919d4ba2ba57244ed974e514,ac1ba8c06a794e9ab59572f4200f02bd
1563,219456b6ea8542ae91b0560fb92e7709,a88947f2a86240fb90804ca7b18a5758
1564,e739d421e7944a5b81776fa87fc4ffca,a8fa9be16bcd412eadf5ea32f8340e9f
1565,a782780f44f7475080b0b66edbb8ac4d,0459d5289e374fe386d5c77a5e66d02d
1566,92c13868e3a24cef97762b75dfe051fe,6b098399911f43afb29deff1fde918db
1567,b20f5f6790cf4d2c985ac9406a6c945a,c7d86058eaac4c4eb7b062ee5e874fcd
1568,a06e52a9323d47c9975eacd77b0a9088,fe6827dfaaeb42d48fae5ed4007f0667
1569,e1d55c0f12d84c768950295adaabc6ed,96d796bbed1e4da6b487a8f89258fc5d
1570,e67073c0db5e4b26bb72f5eedb6fd91b,1e3ec8fafa7d49809957ed4d30f1e75a
1571,4a3d4c47acfc4f83a26355527cd6b46d,eb56e64547824bada2eddba4aa557cb0
1572,d46d22763d7549c7a4228c80f0924909,0bf2354b700f4a5e86c00dafefa53df1
1573,13c58a49771946fb8f4d150b9af8f3bb,f3aa31c6278345788ebf9ace42e907b0
1574,16ea1be3a8f843f7ad3a7e317b87042b,e4664a6f459442cfa3bd97e8dd1b0df5
1575,9ad94e41cbbc47fba4156c64e5a60493,22223709217c41c39839d8af836425bf
1576,e2b98f6d27da41cab27d5345ff7da8d2,3cc73e394afd4605b5c6856993ed4cf1
1577,7fb15ee565744fc0900706d9db9ee492,52c886560db44285ab8297bcabd9c915
1578,033e23e278a644159f533425dad97dff,35003bd7821f499da631fa804913d3bb
1579,2402d00ba6e9491a90625b545797c203,ddd8c4f78f5249288d08764e24bc5a17
1580,d7c7cd59cbf349c8ae56ef7380dbf84e,83e6e3b5f18043e2a12b4afc62d86005
1581,47d033cc783e4731a5d39262d1a3fec3,68602dd681334850bb98c3b6692550b8
1582,40d47f70c0304f64af8483324e4db4d4,b1080e647a4f407394d5a594c9edcd79
1583,3018c24bfc0c430eb928f04320600b80,7f1fbb7d384a422e84d30a4716fac534
1584,68fcfe7f50f447cf98d4ca5d44e92b29,92944b1959ee45fb9f1cd94912fc2409
1585,596f802bd619464fab5f9f122dd6e881,fca4f4c7065447c6acebb19921f8b5b1
1586,32a47c3d1e49433ebccbeaeca9f331a3,e0cb5f9b60374327bc47dd3d37e50bcd
1587,0b783b4546894b0d837250c28888525f,1d17aee7fb70493e96040f4ad6331b75
1588,625c25605e5444de85a57676c0b10e66,433d9ed352a848f0ab91392e772bd7e5
1589,e37fd1b5f04744039d5576d4bb845de9,01d4bf8c92204195a84967758c01a36f
1590,2feb7dc5061d46569fe3d866d923b671,e418bb6475544f5ea8b71a11f87d8361
1591,a9d494bd7ef243efb18d3a8d04c7c9cf,f0fbfe95405a420b953ccee672f6b12c
1592,04b59a1cd2f8429f95768b15e93732e8,c4f7338c34e244d6b5fad2a6786638ca
1593,3a7daf471a134eaab86c7408852aebf1,741fed46dfe641669bf3cdd476537f5b
1594,e73be18268c34c439ee664b484aa1370,85fe105db41d4df6bb7d23f84f617b32
1595,51f80ccce44f4f1d9bbaf7e290ef0e1d,092109864e3145a7b17347cf11e139aa
1596,fea3cce4aefb43df926e37803eb6063d,4f02099c3c5a46a69ec8af8b21dc7180
1597,af59370d7d8c4a838707d3c5a9d6cd50,a00cdabfe4b14df5b4d8b283589d673f
1598,eebc2fd424464b25bfe290546db840e6,f5f60c97431f4e74904d97dc8eeb2b7d
1599,81955543d9f7472bb31fdeeb93ac3479,d262ab022adb46d192dd99ecd06a596d
1600,c5bbcb4961f9463c95ebafc953473cf3,d436bac913d642c3a610927a5da152d5
1601,873260818661495d800c3a1430398b5d,8d56d1d02f8e481da9d69452595ea5a8
1602,2d4d67041cd642c0a0c4b8ed45e6f879,c8585062caec49d084f5e58fe9790871
1603,b82eaf153e624f789f13622f38e5126c,ff8327c9626c41f8aee9ceaef5574abf
1604,cfbe6bc4958d48b9a778db58493839b3,bdf58ad1e3384d76bfba906e645d169e
1605,b2881202b298480ea734bd3756e8660d,48e8b779f3c94aeb876d62d57aea092b
1606,491e31daba6946a88019e4c475195020,eea724dae912412d893f6ba3246d53bf
1607,313812fd6c7c4b54ba8bf6458a933d28,35a7f35d05d84bedb4f1eb588dfa8e83
1608,30d5f02a65d84f2c9f6d66693b8af1bb,f515aceb1ec140dab4566a0c326068c7
1609,eb9ccd0543b94407ac0f10d03997a513,cf4a5efc00494a04b3d618220ad081a2
1610,5fe602ec0a4f435eb3d2d551a17999a4,9f8bafacf96b44a0b1f2780769d7bbfb
1611,d3fb763ed87c4d2f98439b6dafae9385,539e800129544ce9a171817a26bd39ec
1612,385655b44b8c433aad7af7e81202e764,b056a745b05a4075accf6ba398556993
1613,e58781ba0cb44317bb8b182bbf021769,213661185ef34054bcb80c87b1532469
1614,e0628578becf4471b7ada578d3aac244,00f55dbdeb4941f7aeab4dad94443022
1615,7c0ec05646fc43e4b8a99a4c7fcc7b3f,e7c37bd83c2b4178840f93bf1c262106
1616,f5aca7e80b1849f4a42bed8c31d29983,86a88f6931314f55b11d493352d34c75
1617,bb1911c54b994724a3f0e84f387c8342,61851d4f371e43659feb6dcf0529e515
1618,5b344e1b8be54a7f9560b08dbcb7da7b,3d60cc3eb327439ba7a89ec19cc2b03f
1619,c0b0f2a6f64f4567b1c13a2d2be35186,a401642d65124132a9dc7d7d338c8daa
1620,77d050651d1d42bca19f1ce4ac99c3cd,d951748061294acfa7443c491bedc5a7
1621,a464a0741bbe4218b96c0b34dc80311c,ad8176619403491cb15ab641290e97fb
1622,a51f32914f7f472398fffbefe41995d4,bf8ecd238ba54a3ca65072ea43bbb8a6
1623,d73a9a7f24274950ba7b79afb5134213,fd1836e3fb274ea3869e0f778a85171d
1624,e1e4c83c4044439e9b1a9f5817b9c5c3,24b329fc838a4a4f9cab5c19a4035d6a
1625,19b0531ff7da46ea83c67d130e2c5e78,79688eacee534b04b353686a8e931976
1626,da2fe3e77f4f426eb288609e974d4ee2,ee02c20b97aa483cb6153f3273130f11
1627,93c6477068b643749c33596f4d79280a,11878c5427ee4fd9b5eb2067d84f62ed
1628,74e10d1428a14b74b82be8354c38254c,a6f571a2de034d8e8331ac645862dc54
1629,500d05783c4845f88495a214e57e5cc5,fe4d3ac9e3bf4817b4f15e202c82c014
1630,56622734d7f24b28b477d624db82bb44,d06022de6dbf4ee9bcaa50234f158115
1631,3994c38f3a574289811396d2602cd47d,2b687ce9ec644e638fcddbf8f35886e5
1632,df24937c62204ceabc268740ec6e2531,164e6f295863426c86ef14ce8d69e559
1633,33308034f45140f9972cc73d87199652,08e273679c1d4823a31022e11407d955
1634,cf8d7e56b786436dbd728d1fac1ab9b7,b4e6243b5b5440caaeb0c4bbf98cc20d
1635,5a3a10eeca914ae6ab95bde9c142d10b,7afc4de8b33546218e738f8153ce3559
1636,51e82848a1ea4246b31daa82daefa63d,8183a2231ead44519ab875e9c3195269
1637,87956702f18a466b8825938aa2663bed,c7bec8449e9d4a3fa04a5df1c4f3709f
1638,b3a3a84c53184316afed9980f359ab49,d7de7dee9c6e4683a3e20095e13829c2
1639,803073ac835144b082890f1c05f68537,5dd831288d1143abbf6251d242fe837b
1640,181f93d7b14f4c78889aec52d276c952,40f8a04baa9b4dd6a1ca11109b19951f
1641,88028aa65343485cbcb81377eb7a2747,419f1cee32974ca2835305702e3a6daf
1642,d7073b99f5be44e8b618818db2bf9aff,59878d2b434f4408a3af42cca70ca0e3
1643,15563657285740a8b6ee324f348be75d,31ae714b7a2042c7a383f7c5935c2edd
1644,fa49bff2942944acaf0ca18afeb7b4a4,d06aeaf342d645a781da57cf37f3503f
1645,d834bf8cfbf049c2a7bad87181139ac0,39cbc749640b455bb76b13203b88e3d4
1646,601005e20f714f279e4e22cf891d4680,c3114a6c73ca4f71ae923c9438a1701a
1647,45f27fa05a184a06906815e8a66a1999,9df455df75604f21944fd4c16d996dd4
1648,e75b861eadfc4292acf0f5f9232dc62a,3201e98150ab42369d2dea4264d9a71f
1649,e10fbb5444624184b220b7d1f75228d8,e8daaa2369ad4c6cb01e766f51f9e732
1650,240b07a88f764fc3b5b2649b1668c394,bb197163625040bd852d63b6fb54e758
1651,7c10d7336ff84bc0866873463f0475e0,57caeb87babd4d8eba723c06f6dfb0c3
1652,ac32c6ea940941ad9e760ec5bce3e17a,207495a0ee1a4cbb8a4195dffa36ae93
1653,759f7bc8549946d6a9768e51e66ed2bb,eb41c3ff9fb74fb687173c06ab633256
1654,40c40a1982e04194a41f226ff5ebeefc,6a8de0ef3f0041119ad86eb21ed04fd8
1655,177941f2a33c444ebb1e7c41c1a465b3,2da0795a25a34b7e9ee7594afdec9041
1656,ee0cfc9e5a904f0aa244054e28bee7ed,55ef835c0b2947e5a9e22ec23c0f55b5
1657,1fe22f7126534e759d0c302459fe7f0a,99fc95d88cb744d9be2d2033c1006297
1658,0854a4e9d9c1414bbb9d03f7c053f6b1,27e3483aa03b4aeaae93073976adb4ac
1659,3347264079f2436fb7faea9dcfe3604e,9c0b210000214ba4a6ecb7e8172748e4
1660,399efa817b0d49f6a64d8083d959db07,dd318fcdaf754d0c8d88970c31b7e061
1661,599d2ad5d9f949ff8ea124ead79863d9,63f0126ba32c43a9b239c7b092b3aae8
1662,78321b6efc0a44a699e90660292e8bd9,8d8a34813ff7434aa4631badd4fb5636
1663,36d8a790cb36484faf5c2f61d86d02a6,c1843c3f80a940b5a5cdc74d3ade8326
1664,bfbb8781edfb4934894c74d95fab4006,b3a93d044b814823adfe6d17e17edb7d
1665,d8b39133d08e45bb932f0d53746dc0e4,fdb494ad213f4be1a49b85d679c07780
1666,89249351290b42a7a2846be1fd9a2130,7adf97c6475f49e7b30d1733510f9149
1667,e947574dd31941dc8f367200053ad9a2,88b8e0f63516416ea2996f4b800e50b7
1668,5800bea940914549b1019c43ef0fcc8d,c5ce1ae23bc64a24bae59907a558652d
1669,8a4f734516b147a5aceacef354716fe1,46740da04f4b445b8d7c40f9e6d334d6
1670,1dbbd04c8c6e4fa7a3da144d9da97ec3,70300b9095f144149de61165b4011926
1671,cecc99390bb94a889a29298fd80a5b43,b31cbd050f424280aa897cf0731e8dbd
1672,780121f0e7604562baaefd4846ae3651,2e906fbae7ec49dcbd4d1f1625cf5876
1673,21da6242a5a24c4d90378ed69d319caa,fad2250192324d54be9c8a70b9b531ba
1674,76fa751c18df4fe0a04df27ff9afa5dd,33c3b314cd2e428abe5f9eda98c14d75
1675,d3f311f18ced4cdaaf8e02626a8fa30c,4537fd077d01402eb8f9ade00ae72dd2
1676,3800e81a0cbc42f0b0d633fa5326ccd0,867d0731c50b49af9c1aabfcd90d005e
1677,c3f1706183d74ebca31c604317f2cedd,7c961284b2be460fabf21979432141bd
1678,f50cd31125924712807fdc6fd319c9a6,e3bb68cc9dc84ca89c1669e75c1e7592
